uid,domain,text_sha256,gold,source,leaked,text_chars,n_near,n_far,max_gold_sim_near,max_gold_sim_far
goemotions:79,goemotions,af0f12daf2e8d5fa,neutral,go_emotions,0,75,63,63,0.6068,0.4605
goemotions:80,goemotions,f128c65eb9c7e47a,curiosity,go_emotions,0,12,63,63,0.7385,0.4809
goemotions:81,goemotions,21bae7793c6aafab,neutral,go_emotions,0,13,63,63,0.6068,0.4605
goemotions:82,goemotions,1d4ac3ee48af481e,neutral,go_emotions,0,76,63,63,0.6068,0.4605
goemotions:83,goemotions,54a00b444d0527dd,neutral,go_emotions,0,95,63,63,0.6068,0.4605
goemotions:84,goemotions,f05fbeaa6d713abf,sadness,go_emotions,0,134,63,63,0.7313,0.4792
goemotions:85,goemotions,95731549734d5d2f,neutral,go_emotions,0,111,63,63,0.6068,0.4605
goemotions:86,goemotions,dfb4af2612ce762a,neutral,go_emotions,0,29,63,63,0.6068,0.4605
goemotions:87,goemotions,d9deaf397752e91c,neutral,go_emotions,0,29,63,63,0.6068,0.4605
goemotions:88,goemotions,97b06ab9d9b27985,neutral,go_emotions,0,129,63,63,0.6068,0.4605
goemotions:89,goemotions,70364bced389ca70,annoyance,go_emotions,0,67,63,63,0.6951,0.4858
goemotions:90,goemotions,708ae3ffa34c5a75,confusion,go_emotions,0,96,63,63,0.6593,0.4826
goemotions:91,goemotions,5c3b524df0a205c9,optimism,go_emotions,0,40,63,63,0.777,0.494
goemotions:92,goemotions,96fe55b891bb058c,neutral,go_emotions,0,117,63,63,0.6068,0.4605
goemotions:93,goemotions,b47414c22002f558,approval,go_emotions,0,92,63,63,0.6977,0.5021
goemotions:94,goemotions,ccb6c6c05e97b03d,admiration,go_emotions,0,52,63,63,0.781,0.4919
goemotions:95,goemotions,9ae65068728b1453,fear,go_emotions,1,78,63,63,0.7326,0.474
goemotions:96,goemotions,ad603f4025b6cf85,gratitude,go_emotions,0,47,63,63,0.781,0.4818
goemotions:97,goemotions,1d20d9da09c1d787,neutral,go_emotions,0,128,63,63,0.6068,0.4605
goemotions:98,goemotions,23e62334477cece7,confusion,go_emotions,0,38,63,63,0.6593,0.4726
goemotions:99,goemotions,35cad2ee58395dc5,admiration,go_emotions,0,63,63,63,0.722,0.4919
goemotions:100,goemotions,d206863a66ef3bf0,neutral,go_emotions,0,117,63,63,0.6068,0.4605
goemotions:101,goemotions,3e427f1650dd7a07,neutral,go_emotions,0,53,63,63,0.6068,0.4605
goemotions:102,goemotions,7582446230ea01bf,gratitude,go_emotions,0,21,63,63,0.781,0.4832
goemotions:103,goemotions,d4e6649dd83c4914,neutral,go_emotions,0,126,63,63,0.6068,0.4605
goemotions:104,goemotions,8bce2247bdf8d7ae,neutral,go_emotions,0,142,63,63,0.6068,0.4605
goemotions:105,goemotions,330792e78964247c,disapproval,go_emotions,0,43,63,63,0.7746,0.4713
goemotions:106,goemotions,8cf35ca70c810438,joy,go_emotions,0,58,63,63,0.7331,0.4733
goemotions:107,goemotions,3aea94a2cd98b575,love,go_emotions,1,32,63,63,0.722,0.4899
goemotions:108,goemotions,c3692c9df7fe6332,confusion,go_emotions,0,81,63,63,0.6593,0.4826
goemotions:109,goemotions,092a9740a6507256,neutral,go_emotions,0,101,63,63,0.6068,0.4605
goemotions:110,goemotions,c7083f070f7090fa,anger,go_emotions,0,19,63,63,0.7973,0.4866
goemotions:111,goemotions,006a657cceffaeb5,curiosity,go_emotions,0,120,63,63,0.7385,0.4809
goemotions:112,goemotions,14f5128c494a71d5,neutral,go_emotions,0,81,63,63,0.6068,0.4605
goemotions:113,goemotions,4132425cbd96ac80,realization,go_emotions,0,57,63,63,0.6847,0.4781
goemotions:114,goemotions,dab9ffd6e8b0e8ba,desire,go_emotions,0,72,63,63,0.7385,0.4832
goemotions:115,goemotions,f2b0af075e7bf8d6,amusement,go_emotions,0,79,63,63,0.7804,0.5029
goemotions:116,goemotions,9f99b400294a98d6,neutral,go_emotions,0,73,63,63,0.6068,0.4605
goemotions:117,goemotions,d838d7ddbdad4f16,disgust,go_emotions,0,96,63,63,0.8258,0.4693
goemotions:118,goemotions,34954c16a89c97d6,annoyance,go_emotions,0,112,63,63,0.7065,0.4858
goemotions:119,goemotions,9e898463563b6727,love,go_emotions,1,68,63,63,0.722,0.4899
goemotions:120,goemotions,7385b824dacf2105,neutral,go_emotions,0,44,63,63,0.575,0.4605
goemotions:121,goemotions,8d21a5cfb601c44d,caring,go_emotions,0,28,63,63,0.6876,0.4817
goemotions:122,goemotions,2cb6fa87af7ecf41,disapproval,go_emotions,0,55,63,63,0.672,0.4713
goemotions:123,goemotions,4fb5a892ad57014d,joy,go_emotions,0,84,63,63,0.788,0.4733
goemotions:124,goemotions,455e4ed61ed6614c,realization,go_emotions,0,35,63,63,0.6847,0.4785
goemotions:125,goemotions,38706fe6c0986cf2,sadness,go_emotions,0,17,63,63,0.7313,0.4792
goemotions:126,goemotions,b6c33d6fb44697f7,annoyance,go_emotions,0,67,63,63,0.7065,0.4858
goemotions:127,goemotions,3b96ea7542cd1818,anger,go_emotions,0,16,63,63,0.7973,0.4866
goemotions:128,goemotions,425c3387ae9bc2c0,neutral,go_emotions,0,23,63,63,0.6068,0.4605
goemotions:129,goemotions,5283675c47405ccc,disgust,go_emotions,1,137,63,63,0.7788,0.4693
goemotions:130,goemotions,18767c97ae8f3684,neutral,go_emotions,0,146,63,63,0.6068,0.4605
goemotions:131,goemotions,72d4a7950ef74d8a,neutral,go_emotions,0,44,63,63,0.6068,0.4605
goemotions:132,goemotions,c741f9db446cfbe7,disapproval,go_emotions,0,40,63,63,0.8258,0.465
goemotions:133,goemotions,e157d92a12fdbf6d,disgust,go_emotions,0,78,63,63,0.8258,0.4693
goemotions:134,goemotions,88321f2b9323e3d5,curiosity,go_emotions,0,42,63,63,0.7385,0.4809
goemotions:135,goemotions,12d1493b8fe372b9,neutral,go_emotions,0,155,63,63,0.6068,0.4605
goemotions:136,goemotions,b5b474f0e1a1db8c,confusion,go_emotions,0,45,63,63,0.6593,0.4826
goemotions:137,goemotions,8ce34c7827853d6e,neutral,go_emotions,0,120,63,63,0.6068,0.4605
goemotions:138,goemotions,e0fbd78b961563a5,anger,go_emotions,0,13,63,63,0.7973,0.4868
goemotions:139,goemotions,6a2cb1a5d3250761,amusement,go_emotions,0,12,63,63,0.7804,0.5048
goemotions:140,goemotions,bce986a8f9ef853b,neutral,go_emotions,0,6,63,63,0.6068,0.4605
goemotions:141,goemotions,9b40730163fc3e1b,amusement,go_emotions,0,78,63,63,0.7804,0.5029
goemotions:142,goemotions,9de23974e54a1399,disapproval,go_emotions,0,63,63,63,0.8258,0.4679
goemotions:143,goemotions,6124f021c47ae36f,embarrassment,go_emotions,0,39,63,63,0.708,0.4824
goemotions:144,goemotions,c62d610fdf41c78a,neutral,go_emotions,0,92,63,63,0.6068,0.4605
goemotions:145,goemotions,166ff7d66069ec4e,neutral,go_emotions,0,113,63,63,0.6068,0.4605
goemotions:146,goemotions,554981d73a6c147e,approval,go_emotions,0,112,63,63,0.6892,0.5021
goemotions:147,goemotions,b73506600a702e62,amusement,go_emotions,0,63,63,63,0.7361,0.5048
goemotions:148,goemotions,74575e69e4eb092d,fear,go_emotions,0,45,63,63,0.7326,0.4759
goemotions:149,goemotions,39066c5ebe31750a,neutral,go_emotions,0,41,63,63,0.6068,0.4605
goemotions:150,goemotions,3fdbcad0ac7ad2cf,curiosity,go_emotions,0,28,63,63,0.7385,0.4809
goemotions:151,goemotions,68c6a168f84d67d8,neutral,go_emotions,0,128,63,63,0.6068,0.4605
goemotions:152,goemotions,9b137c04792d224c,neutral,go_emotions,0,31,63,63,0.6068,0.4605
goemotions:153,goemotions,a34a21fc648a9d93,neutral,go_emotions,0,63,63,63,0.6068,0.4605
goemotions:154,goemotions,9a2e23e1c197c78e,desire,go_emotions,0,41,63,63,0.7192,0.4803
goemotions:155,goemotions,74b435ca88d36544,caring,go_emotions,0,82,63,63,0.6876,0.4785
goemotions:156,goemotions,0e8f1bae20647bbb,excitement,go_emotions,0,46,63,63,0.7804,0.5004
goemotions:157,goemotions,e1d89c3793d24f44,annoyance,go_emotions,0,20,63,63,0.6656,0.4858
goemotions:158,goemotions,a4bd4f8408c2dd00,gratitude,go_emotions,0,28,63,63,0.781,0.4832
goemotions:159,goemotions,c249b734086920ce,neutral,go_emotions,0,22,63,63,0.6068,0.4605
goemotions:160,goemotions,7c54061bf1c9148d,neutral,go_emotions,0,67,63,63,0.6068,0.4605
goemotions:161,goemotions,c689bb28b3fd7cd2,amusement,go_emotions,0,73,63,63,0.7804,0.5012
goemotions:162,goemotions,87274961c24dda1c,caring,go_emotions,0,102,63,63,0.6876,0.477
goemotions:163,goemotions,0cb08fe9e4dea5e6,annoyance,go_emotions,0,58,63,63,0.6961,0.4858
goemotions:164,goemotions,e77844e6bb619ccb,joy,go_emotions,0,79,63,63,0.788,0.4733
goemotions:165,goemotions,5ad36eda21883385,remorse,go_emotions,0,59,63,63,0.7151,0.4751
goemotions:166,goemotions,4ef6890638999fc0,neutral,go_emotions,0,8,63,63,0.6068,0.4605
goemotions:167,goemotions,78c93465aa09ff75,neutral,go_emotions,0,19,63,63,0.6068,0.4605
goemotions:168,goemotions,71ca03890b4585d4,neutral,go_emotions,0,119,63,63,0.6068,0.4605
goemotions:169,goemotions,3e497b92035e082f,optimism,go_emotions,0,69,63,63,0.777,0.4944
goemotions:170,goemotions,26e35f2679bcc38a,neutral,go_emotions,0,37,63,63,0.6068,0.4605
goemotions:171,goemotions,1183961fbcbd9ae2,realization,go_emotions,0,78,63,63,0.6847,0.4781
goemotions:172,goemotions,2eb13bb5ff4ec7f9,neutral,go_emotions,0,103,63,63,0.6068,0.4605
goemotions:173,goemotions,a5c484c4432f2684,neutral,go_emotions,0,58,63,63,0.6068,0.4605
goemotions:174,goemotions,1d68ae98138f64d5,realization,go_emotions,0,69,63,63,0.6847,0.4781
goemotions:175,goemotions,8c45a40dc47f1f07,disgust,go_emotions,1,17,63,63,0.8258,0.4693
goemotions:176,goemotions,29cffa3c0c779b46,disapproval,go_emotions,0,93,63,63,0.6807,0.465
goemotions:177,goemotions,0c386ab3f7bfe745,neutral,go_emotions,0,101,63,63,0.6068,0.4605
goemotions:178,goemotions,433bd1370e1b1429,neutral,go_emotions,0,37,63,63,0.6068,0.4605
goemotions:179,goemotions,cb78f090d748e788,neutral,go_emotions,0,49,63,63,0.6068,0.4605
goemotions:180,goemotions,f375c4049faa4f5d,confusion,go_emotions,0,126,63,63,0.6593,0.4826
goemotions:181,goemotions,eac14c98d7b1fd25,curiosity,go_emotions,0,101,63,63,0.7385,0.4809
goemotions:182,goemotions,960d6b9eb9388fef,neutral,go_emotions,0,16,63,63,0.6068,0.4605
goemotions:183,goemotions,afe7dd80d9fa9260,amusement,go_emotions,0,91,63,63,0.7804,0.5033
goemotions:184,goemotions,bae31406e85efadf,approval,go_emotions,0,53,63,63,0.6977,0.5021
goemotions:185,goemotions,d13f4d274289a739,amusement,go_emotions,0,128,63,63,0.7804,0.5029
goemotions:186,goemotions,b480a11cfd97465f,relief,go_emotions,0,40,63,63,0.6741,0.4847
goemotions:187,goemotions,95dfe234bbd4d3f2,confusion,go_emotions,0,21,63,63,0.6593,0.4826
goemotions:188,goemotions,4f3031c4d893a0b6,optimism,go_emotions,0,120,63,63,0.777,0.4944
goemotions:189,goemotions,6f1d726da09f21c2,neutral,go_emotions,0,131,63,63,0.6068,0.4605
goemotions:190,goemotions,d055a9f91c265a09,disapproval,go_emotions,0,44,63,63,0.6807,0.4713
goemotions:191,goemotions,411054c3c14b06f6,surprise,go_emotions,0,12,63,63,0.731,0.4904
goemotions:192,goemotions,239ed22d2a373d91,nervousness,go_emotions,0,58,63,63,0.7121,0.4496
goemotions:193,goemotions,40ab28d4e17c5b47,neutral,go_emotions,0,89,63,63,0.6068,0.4605
goemotions:194,goemotions,2a02cb90125e3acf,curiosity,go_emotions,0,129,63,63,0.7385,0.4809
goemotions:195,goemotions,f13f31bb0bec6f01,desire,go_emotions,0,87,63,63,0.7385,0.4803
goemotions:196,goemotions,18a8e2f2cdfea1d7,gratitude,go_emotions,0,27,63,63,0.781,0.4832
goemotions:197,goemotions,c4257246f281f467,neutral,go_emotions,0,46,63,63,0.6068,0.4605
goemotions:198,goemotions,f58c9e3da51325a5,disapproval,go_emotions,0,50,63,63,0.8258,0.4713
goemotions:199,goemotions,00bc58a464b58473,sadness,go_emotions,0,37,63,63,0.7799,0.4792
fintopic:0,fintopic,2050ff974f4a43e5,fed or central banks,fin_topics,0,154,63,63,0.6669,0.4298
fintopic:1,fintopic,4a0098b2e6a99302,markets,fin_topics,0,227,63,63,0.6875,0.4944
fintopic:2,fintopic,bc25f977885610ca,stock commentary,fin_topics,0,108,63,63,0.7029,0.4423
fintopic:3,fintopic,58937018ae9e5dfa,company or product news,fin_topics,0,102,63,63,0.7207,0.4404
fintopic:4,fintopic,2d6b19348639751d,financials,fin_topics,0,91,63,63,0.7118,0.5083
fintopic:5,fintopic,bcf27224073df93f,financials,fin_topics,0,102,63,63,0.7118,0.5083
fintopic:6,fintopic,854c71f85fda065d,m&a or investments,fin_topics,0,88,63,63,0.6876,0.4531
fintopic:7,fintopic,d298d2248e719200,stock movement,fin_topics,0,115,63,63,0.7076,0.4085
fintopic:8,fintopic,307dee9064d649f5,financials,fin_topics,0,102,63,63,0.7118,0.5083
fintopic:9,fintopic,b7b3967d7516c320,macro,fin_topics,0,196,63,63,0.6056,0.4811
fintopic:10,fintopic,8b0e2bc532b7851c,stock commentary,fin_topics,0,101,63,63,0.6974,0.4455
fintopic:11,fintopic,8aba663039953d85,company or product news,fin_topics,0,82,63,63,0.7207,0.4406
fintopic:12,fintopic,0f8536137ed4e652,general news or opinion,fin_topics,0,109,63,63,0.7219,0.4792
fintopic:13,fintopic,3430bb741f75c710,fed or central banks,fin_topics,0,219,63,63,0.6953,0.4285
fintopic:14,fintopic,02a1abff81051fdc,energy or oil,fin_topics,0,146,63,63,0.7006,0.463
fintopic:15,fintopic,3fa94c86f66059b9,company or product news,fin_topics,0,91,63,63,0.7207,0.4404
fintopic:16,fintopic,e46bc44c7c235250,stock commentary,fin_topics,0,135,63,63,0.6974,0.4549
fintopic:17,fintopic,d2f7bfa1d739471b,personnel change,fin_topics,0,154,63,63,0.661,0.4628
fintopic:18,fintopic,ea023016b7389627,fed or central banks,fin_topics,0,157,63,63,0.6953,0.4304
fintopic:19,fintopic,8a033b546c2a9338,stock movement,fin_topics,0,56,63,63,0.621,0.4085
fintopic:20,fintopic,dcc45d9fc16771e8,macro,fin_topics,0,212,63,63,0.6056,0.4813
fintopic:21,fintopic,90bbb4e9a9763126,general news or opinion,fin_topics,0,163,63,63,0.7219,0.4792
fintopic:22,fintopic,51beb5db583a8fd0,macro,fin_topics,0,154,63,63,0.6056,0.4813
fintopic:23,fintopic,e1d653b10cf38a31,politics,fin_topics,0,120,63,63,0.7084,0.5045
fintopic:24,fintopic,fa17453ab5f1af1b,fed or central banks,fin_topics,0,115,63,63,0.6953,0.4296
fintopic:25,fintopic,a334bb363a89309e,financials,fin_topics,0,107,63,63,0.7118,0.5083
fintopic:26,fintopic,c73fe2878add855b,company or product news,fin_topics,0,130,63,63,0.7207,0.4404
fintopic:27,fintopic,f14035d8b66094bc,company or product news,fin_topics,0,126,63,63,0.7207,0.4404
fintopic:28,fintopic,8cfe39e2c78fb80b,financials,fin_topics,0,89,63,63,0.7118,0.5083
fintopic:29,fintopic,b2c924ca1bb947f2,general news or opinion,fin_topics,0,199,63,63,0.7219,0.4764
fintopic:30,fintopic,5000ae55c7374b4e,earnings,fin_topics,1,109,63,63,0.7253,0.5025
fintopic:31,fintopic,4d852486e9daa680,company or product news,fin_topics,0,174,63,63,0.7207,0.4404
fintopic:32,fintopic,d508c169d839f86d,company or product news,fin_topics,0,162,63,63,0.7107,0.4406
fintopic:33,fintopic,ec985553520ddfd1,macro,fin_topics,0,113,63,63,0.6056,0.4822
fintopic:34,fintopic,969c9d444bd003ce,stock commentary,fin_topics,0,45,63,63,0.7029,0.4423
fintopic:35,fintopic,d52fc02a16a91d28,macro,fin_topics,0,132,63,63,0.6056,0.4813
fintopic:36,fintopic,17f864bc2995560b,macro,fin_topics,0,171,63,63,0.6056,0.4811
fintopic:37,fintopic,2cb5b606c3bbb821,energy or oil,fin_topics,0,100,63,63,0.7006,0.4561
fintopic:38,fintopic,e9342e59e8993ee3,macro,fin_topics,0,138,63,63,0.6056,0.4813
fintopic:39,fintopic,2f310ccaa64cd97b,stock commentary,fin_topics,0,33,63,63,0.7029,0.4423
fintopic:40,fintopic,4f972d90fc8460b5,stock commentary,fin_topics,0,111,63,63,0.7029,0.4423
fintopic:41,fintopic,3a1d8d5dca4d1ee2,earnings,fin_topics,0,121,63,63,0.7253,0.5025
fintopic:42,fintopic,fd69f5fe2a0ee325,fed or central banks,fin_topics,0,183,63,63,0.6953,0.4298
fintopic:43,fintopic,d6a02bf80d2aff80,politics,fin_topics,0,159,63,63,0.7084,0.5045
fintopic:44,fintopic,bef10d0437603f29,fed or central banks,fin_topics,0,114,63,63,0.6953,0.4324
fintopic:45,fintopic,ee699250a295b721,currencies,fin_topics,1,250,63,63,0.6763,0.4751
fintopic:46,fintopic,16bace01c10c73a3,financials,fin_topics,0,108,63,63,0.7118,0.5083
fintopic:47,fintopic,9fd7b912e286ecaa,company or product news,fin_topics,0,195,63,63,0.7207,0.4406
fintopic:48,fintopic,09107d0a2db451ec,fed or central banks,fin_topics,0,108,63,63,0.6669,0.4285
fintopic:49,fintopic,b3d333fbd6172504,personnel change,fin_topics,0,191,63,63,0.661,0.4628
fintopic:50,fintopic,4df051b69c696d84,macro,fin_topics,0,111,63,63,0.6056,0.4813
fintopic:51,fintopic,79c5dc2bd74f709d,financials,fin_topics,0,128,63,63,0.7118,0.5083
fintopic:52,fintopic,f9fc0a7b407c3477,analyst update,fin_topics,0,125,63,63,0.7029,0.459
fintopic:53,fintopic,b38f97a4bdb606b6,stock commentary,fin_topics,0,142,63,63,0.6974,0.4455
fintopic:54,fintopic,463f9903f0859f62,general news or opinion,fin_topics,0,209,63,63,0.7219,0.4792
fintopic:55,fintopic,50a01b5515444e4e,company or product news,fin_topics,0,176,63,63,0.7207,0.4406
fintopic:56,fintopic,c84418ed497d8cf5,legal or regulation,fin_topics,0,184,63,63,0.7433,0.4812
fintopic:57,fintopic,69af464238fa2c09,company or product news,fin_topics,0,121,63,63,0.7207,0.4406
fintopic:58,fintopic,6df25484f0c329d1,energy or oil,fin_topics,0,168,63,63,0.7006,0.463
fintopic:59,fintopic,4e611e168c895009,politics,fin_topics,0,236,63,63,0.7084,0.5045
fintopic:60,fintopic,0d47a3be94799067,company or product news,fin_topics,0,101,63,63,0.7207,0.4408
fintopic:61,fintopic,ed09481a4a58b136,fed or central banks,fin_topics,0,108,63,63,0.6953,0.4304
fintopic:62,fintopic,ed56967be470ee14,markets,fin_topics,0,146,63,63,0.6875,0.4944
fintopic:63,fintopic,fd8b5a9c41522a81,fed or central banks,fin_topics,0,138,63,63,0.6669,0.4363
fintopic:64,fintopic,2d2cca3b0cbb9666,analyst update,fin_topics,0,94,63,63,0.6524,0.4378
fintopic:65,fintopic,67013fc57f57b853,earnings,fin_topics,0,129,63,63,0.7253,0.5025
fintopic:66,fintopic,c8d9e209ea7319fb,m&a or investments,fin_topics,0,134,63,63,0.6876,0.4523
fintopic:67,fintopic,e1b6a5d528610b74,stock commentary,fin_topics,0,57,63,63,0.7029,0.4423
fintopic:68,fintopic,938868bb0692ec11,company or product news,fin_topics,0,84,63,63,0.7207,0.4408
fintopic:69,fintopic,c88beb42e1d992ba,stock movement,fin_topics,0,190,63,63,0.7076,0.4085
fintopic:70,fintopic,bf7548872b35da75,company or product news,fin_topics,0,141,63,63,0.7207,0.4406
fintopic:71,fintopic,5172a020519b3bef,financials,fin_topics,0,84,63,63,0.7118,0.5083
fintopic:72,fintopic,5e26409a94efef14,company or product news,fin_topics,0,47,63,63,0.7207,0.4404
fintopic:73,fintopic,6fd5362b4b3d53b7,earnings,fin_topics,0,113,63,63,0.7253,0.5025
fintopic:74,fintopic,af8c56d0ec16002b,company or product news,fin_topics,0,108,63,63,0.7207,0.4404
fintopic:75,fintopic,bb0587d57b3859b8,politics,fin_topics,0,172,63,63,0.7084,0.5045
fintopic:76,fintopic,bb610a981cc81270,company or product news,fin_topics,0,93,63,63,0.7207,0.4404
fintopic:77,fintopic,1e4e619d51650cd0,treasuries or corporate debt,fin_topics,0,85,63,63,0.6953,0.4301
fintopic:78,fintopic,68702b19fb7b0a27,macro,fin_topics,0,170,63,63,0.6056,0.4822
fintopic:79,fintopic,3a9736b124b3db0e,personnel change,fin_topics,0,114,63,63,0.661,0.4628
fintopic:80,fintopic,8276c3c049ee2711,stock commentary,fin_topics,0,13,63,63,0.7029,0.4423
fintopic:81,fintopic,ce43c767a6c44f7d,fed or central banks,fin_topics,0,190,63,63,0.6953,0.4324
fintopic:82,fintopic,f892882e0dfb3687,stock commentary,fin_topics,0,131,63,63,0.7029,0.4455
fintopic:83,fintopic,541d2db888b39749,macro,fin_topics,0,141,63,63,0.6056,0.4822
fintopic:84,fintopic,41d79f6035de6fa7,m&a or investments,fin_topics,0,130,63,63,0.6876,0.4523
fintopic:85,fintopic,bd4068546212762b,general news or opinion,fin_topics,0,136,63,63,0.7219,0.4792
fintopic:86,fintopic,18a209e06d9ceb72,company or product news,fin_topics,0,87,63,63,0.7107,0.4453
fintopic:87,fintopic,dc48c8531a664b8a,general news or opinion,fin_topics,0,89,63,63,0.7219,0.4792
fintopic:88,fintopic,ad28bc1ed1fe0d82,stock commentary,fin_topics,0,24,63,63,0.7029,0.4423
fintopic:89,fintopic,8581bae2e064dd8a,treasuries or corporate debt,fin_topics,0,173,63,63,0.6953,0.4301
fintopic:90,fintopic,a5793d35f2cb5669,treasuries or corporate debt,fin_topics,0,208,63,63,0.6876,0.4301
fintopic:91,fintopic,345c676b52565d3d,earnings,fin_topics,1,144,63,63,0.7253,0.5025
fintopic:92,fintopic,ec9fcc077631cda7,stock commentary,fin_topics,0,117,63,63,0.6974,0.4423
fintopic:93,fintopic,aeaab78f5f401fae,stock commentary,fin_topics,0,156,63,63,0.6502,0.4423
fintopic:94,fintopic,59febb0857f80c51,company or product news,fin_topics,0,114,63,63,0.7207,0.4453
fintopic:95,fintopic,29a59e526dfa1470,markets,fin_topics,1,308,63,63,0.6875,0.4944
fintopic:96,fintopic,f0d492eb0132a61d,ipo,fin_topics,1,232,63,63,0.6489,0.4657
fintopic:97,fintopic,9a13238210866429,macro,fin_topics,0,151,63,63,0.6056,0.4822
fintopic:98,fintopic,1b2c106955c0dfbd,stock commentary,fin_topics,0,64,63,63,0.7029,0.4549
fintopic:99,fintopic,2db98783a4013042,analyst update,fin_topics,0,90,63,63,0.6524,0.4378
fintopic:100,fintopic,150b92df7cab1766,stock movement,fin_topics,0,112,63,63,0.7022,0.411
fintopic:101,fintopic,0451956daa97cf8f,company or product news,fin_topics,0,103,63,63,0.7207,0.4404
fintopic:102,fintopic,a27f786aa0670059,company or product news,fin_topics,0,185,63,63,0.7207,0.4406
fintopic:103,fintopic,f14681e5c4a7f1cc,company or product news,fin_topics,0,134,63,63,0.7207,0.4406
fintopic:104,fintopic,0464c3c6c3f36ee5,m&a or investments,fin_topics,0,92,63,63,0.6876,0.4531
fintopic:105,fintopic,0647339c6d2f938c,energy or oil,fin_topics,0,194,63,63,0.7006,0.463
fintopic:106,fintopic,ccb1b90e3b610f17,legal or regulation,fin_topics,0,216,63,63,0.7433,0.4812
fintopic:107,fintopic,53a5e4c31882f9e4,stock movement,fin_topics,0,118,63,63,0.7076,0.4085
fintopic:108,fintopic,6b77290fc213ebcf,markets,fin_topics,0,63,63,63,0.6875,0.4944
fintopic:109,fintopic,7356b087d3292dad,stock commentary,fin_topics,0,85,63,63,0.7029,0.4423
fintopic:110,fintopic,3ba3173554b349b7,financials,fin_topics,0,117,63,63,0.7118,0.5083
fintopic:111,fintopic,ae7fde4415ed2558,stock commentary,fin_topics,0,90,63,63,0.6502,0.4423
fintopic:112,fintopic,5faef2023dc44da1,stock commentary,fin_topics,0,28,63,63,0.7029,0.4423
fintopic:113,fintopic,832998108effa5e8,company or product news,fin_topics,0,107,63,63,0.7207,0.4397
fintopic:114,fintopic,10c59cd795385491,macro,fin_topics,0,215,63,63,0.6056,0.4813
fintopic:115,fintopic,d1f960774bc55a7a,markets,fin_topics,1,91,63,63,0.6875,0.4944
fintopic:116,fintopic,2daffc096fb37f83,macro,fin_topics,0,170,63,63,0.6056,0.4813
fintopic:117,fintopic,51959362bee44cf3,politics,fin_topics,0,195,63,63,0.7084,0.5045
fintopic:118,fintopic,70cfc49a20f16e16,macro,fin_topics,0,212,63,63,0.6056,0.4813
fintopic:119,fintopic,4f61e77ee8c99a07,politics,fin_topics,0,119,63,63,0.7084,0.5045
fintopic:120,fintopic,44b7c721300d0679,general news or opinion,fin_topics,0,213,63,63,0.7219,0.4792
fintopic:121,fintopic,ce07353c7f43e9bf,politics,fin_topics,0,182,63,63,0.7084,0.5045
fintopic:122,fintopic,566ad6f5bb33e7c1,macro,fin_topics,0,191,63,63,0.6056,0.4822
fintopic:123,fintopic,26fe225c55352256,company or product news,fin_topics,0,84,63,63,0.7207,0.4408
fintopic:124,fintopic,637ba27756e63ada,macro,fin_topics,0,147,63,63,0.6056,0.4811
fintopic:125,fintopic,3d0234bac3dee2c3,company or product news,fin_topics,0,126,63,63,0.7207,0.4404
fintopic:126,fintopic,c375e1e8a90178f6,stock commentary,fin_topics,0,160,63,63,0.7022,0.4423
fintopic:127,fintopic,a20fbd1d6e79672a,politics,fin_topics,0,115,63,63,0.6818,0.5045
fintopic:128,fintopic,e6cb2c50fb5401ea,company or product news,fin_topics,0,125,63,63,0.7207,0.4397
fintopic:129,fintopic,742c3d4ae56c6324,personnel change,fin_topics,0,110,63,63,0.661,0.4628
fintopic:130,fintopic,4703ffee10736abd,stock commentary,fin_topics,0,111,63,63,0.6974,0.4423
fintopic:131,fintopic,9766ab565d37b2ad,stock commentary,fin_topics,0,97,63,63,0.7029,0.4455
fintopic:132,fintopic,5f06bdf337638efc,legal or regulation,fin_topics,0,99,63,63,0.7433,0.4812
fintopic:133,fintopic,4557cf8cd79cdb9e,general news or opinion,fin_topics,0,226,63,63,0.7219,0.4764
fintopic:134,fintopic,8419346253550a41,stock commentary,fin_topics,0,106,63,63,0.7029,0.4423
fintopic:135,fintopic,708c242fbc4acd40,stock movement,fin_topics,0,120,63,63,0.7076,0.4085
fintopic:136,fintopic,5b5923db522681c4,company or product news,fin_topics,0,121,63,63,0.7207,0.4404
fintopic:137,fintopic,64db4770a3d09038,company or product news,fin_topics,0,126,63,63,0.7207,0.4406
fintopic:138,fintopic,4c47eef7b6bb5a7c,stock movement,fin_topics,0,104,63,63,0.7022,0.4085
fintopic:139,fintopic,e67c6323e2e02004,company or product news,fin_topics,0,277,63,63,0.7207,0.4397
fintopic:140,fintopic,ee054bb552a674a6,stock commentary,fin_topics,0,92,63,63,0.6502,0.4423
fintopic:141,fintopic,d6d707f19de4ab54,earnings,fin_topics,1,125,63,63,0.7253,0.5025
fintopic:142,fintopic,1165ced438fa4adc,energy or oil,fin_topics,0,135,63,63,0.7006,0.463
fintopic:143,fintopic,6b8e05040e63c111,fed or central banks,fin_topics,0,281,63,63,0.6953,0.4285
fintopic:144,fintopic,0518431d85bd22e3,company or product news,fin_topics,0,120,63,63,0.7207,0.4404
fintopic:145,fintopic,e34dc38374d38917,company or product news,fin_topics,0,163,63,63,0.7207,0.4406
fintopic:146,fintopic,19bb72f7d4add731,legal or regulation,fin_topics,0,126,63,63,0.7433,0.4812
